FSC-A,SSC-A,TNFa,IL-2,CD107a,CD8,IL-4,CD28,CD95,CD4,IL-17A,CD69,IFNy
75596.3,33996.8,-107.164,14.8476,65.4281,1610.8,269.008,620.797,527.383,9.67865,15.5352,-16.4377,79.8355
89852.8,22949.2,-65.9694,-7.53711,30.6188,-109.206,174.676,1095.5,632.214,1341.94,22.0816,-53.3564,5.13478
79272.3,33941,-84.4701,393.899,-38.5736,14282.7,533.345,220.384,352.618,84.9087,-1.07305,-9.78845,142.117
49965.2,21230,-123.545,246.044,393.48,28.5124,351.484,655.395,25.7666,1272.99,-64.2804,3900.26,127.904
71722.6,22302.6,-58.4689,-72.7115,72.1084,4582.3,230.974,272.389,195.914,7.13142,-9.5356,28.462,86.7385
17423.8,17863.9,-22.1739,34.2895,1915.97,3527.22,440.849,63.128,106.487,9.24781,20.7386,36.9622,177.338
79865.3,27683.3,1395.55,475.162,142.211,11912.7,399.735,518.193,241.949,45.8627,9.22788,481.933,239.716
85737.7,40234,-37.055,159.788,172.696,219.352,583.375,756.352,207.415,12.0127,29.9319,1484.82,284.25
83672.8,31576.9,-106.261,590.457,56.879,114.683,188.881,788.456,133.898,640.534,-27.7913,111.264,95.6463
72227,33297.3,-72.6468,297.649,25.0858,88.1709,224.296,843.85,189.69,10.0014,18.753,1046.53,108.738
77679.2,20626.1,6.96165,-106.499,45.1841,4335.92,141.517,430.128,100.284,-24.8265,-32.9493,1157.55,109.325
67892.9,35666.5,-64.7006,51.9386,330.162,9578,638.662,347.329,35.2686,18.2695,28.5564,178.856,170.211
98085.4,29560.3,-182.123,58.1372,-32.8467,-67.4379,92.7754,536.973,112.416,377.062,-10.4353,-30.3887,9.91708
85616.7,28169.8,22.867,84.5136,322.439,5.99692,808.946,575.655,63.8334,546.142,14.3108,2515.76,239.998
66903.1,33675,3934.59,-65.3482,237.444,3578.06,460.827,303.575,138.653,40.8153,-23.3784,3074.78,369.971
90213.3,30318.5,1036.86,464.893,50.5259,31.7624,382.775,752.992,473.508,-14.011,-12.5425,2505.96,226.722
87905.5,24354.3,-28.8929,640.775,21.8859,154.08,391.325,488.881,150.73,521.481,-9.31827,1322.27,10.5206
49316.6,51266.7,73.6291,-21.6026,1649.72,10538.5,1247.31,501.024,286.422,8.63953,24.5593,395.874,252.493
90559.6,35294.1,1880.65,167.011,28.4345,108.282,224.709,724.092,374.765,-2.56532,-0.490317,333.193,2506.92
61020.7,26856,-14.9265,197.08,219.293,123.5,406.641,763.176,-5.41315,1433.09,-20.4242,3412.57,291.25
69546.8,32874.8,5.87827,60.2642,272.18,11371.9,745.851,663.388,137.375,77.2993,-45.1149,5852.74,225.841
95213.9,28234.3,293.051,94.6352,34.7321,284.479,175.625,306.966,514.422,-30.573,-2.50321,186.114,84.8227
64021.3,26750.8,-73.0342,36.9588,2331.22,1175.22,526.829,178.302,372.962,-20.9518,2.84639,48.58,73.3858
64742.7,27974.6,-1.81312,-207.225,344.57,6876.68,308.332,-7.19753,194.672,-8.99963,25.8582,0.231347,84.9846
99954,35252.7,104.314,735.692,98.864,124.285,250.352,525.616,561.398,16.8621,-28.7,1589.67,3191.19
82845.3,39316.3,-28.7509,80.7795,123.745,16080.1,435.833,497.016,336.809,33.4237,-3.00929,186.895,1432.67
80389.7,41021.5,532.374,139.686,0.663088,5390.09,218.42,215.01,323.413,46.4947,-18.0823,315.795,408.145
77383.7,29830.3,907.291,-34.413,60.2425,34.7419,103.997,828.303,684.982,-4.6639,3.25038,114.528,923.248
69958.9,48186.4,28.5235,22.6228,31.5396,88.9699,173.901,688.835,355.208,36.0861,6.20039,27.5451,71.2149
49373.5,30421.8,-95.8434,116.032,1674.41,5265.38,591.12,89.1785,124.976,8.08179,-16.8493,121.332,148.919
72566.9,30305,-29.2406,322.335,19.2771,55.7622,128.463,966.654,334.056,-32.265,17.0248,25.106,130.555
93020.1,35604.4,117.205,98.6594,33.9055,107.871,350.855,748.013,481.13,284.529,-12.7823,452.799,3078.56
64106.9,21085.4,-194.047,184.106,115.116,13682.2,387.076,488.313,-164.917,86.9997,-25.4068,1092.76,136.141
