"FSC-A","SSC-A","TNFa","IL-2","CD107a","CD8","IL-4","CD28","CD95","CD4","IL-17A","CD69","IFNy"
48690.6,45274.1,-162.08,323.527,628.97,2582.77,382.193,179.089,130.007,29.9318,-10.3263,31.3232,65.7347
89282.4,53845.3,-350.048,229.332,171.192,70.6491,740.509,790.168,309.984,824.765,15.1321,-112.146,67.6116
121217,56622.3,-68.5569,8.15338,86.6137,13085.1,316.81,329.605,1228.14,54.424,-11.8301,117.937,18.6873
9760.58,9128.65,-76.5872,-0.979568,22.8345,139.399,635.309,69.8976,68.3251,24.2111,1.2651,-5.02872,28.0629
11072.6,51739.4,-119.463,59.3329,573.693,2204.44,394.083,90.272,204.125,-21.8972,16.2559,-20.5629,55.6363
95638.1,41509.5,-50.9696,-9.20488,58.4104,10754.6,197.844,410.191,335.299,71.5329,20.5637,-53.1844,15.4209
52568.8,49875.8,-332.698,66.2755,250.674,3645.59,622.291,174.891,303,52.8792,30.1219,-8.94652,76.4728
94521.8,62992.1,-53.3608,271.774,151.4,168.267,435.984,1186.56,911.644,-80.5276,38.9692,-12.9327,71.2796
103854,78668.5,-67.911,229.463,350.398,5007.77,458,541.857,268.352,67.6789,-16.0703,-3.076,75.6662
106612,47193.6,-75.7211,286.549,81.314,7475.15,503.478,446.233,831.722,3.98529,19.8333,-25.0869,-23.5683
94059.9,38962.2,-186.429,126.326,135.031,6354.48,273.196,470.409,372.062,-24.4241,5.22642,-7.67826,67.0029
89640.7,45220.1,-63.324,222.156,535.765,1978.85,847.242,304.707,99.1729,32.4305,40.525,29.9128,38.1686
111584,50285.8,-118.007,218.109,108.881,5.78407,417.385,1194.2,1029.96,-41.4771,6.01714,-77.5379,39.8127
105163,42824.1,-100.326,13.8542,3.3959,222.269,105.546,83.8514,153.899,-83.1975,-4.18777,-17.1094,18.3386
110995,41082.3,-148.302,171.133,320.328,7113.18,615.1,352.738,202.621,40.4241,42.7773,-67.4147,-3.72279
125114,48748.4,-11.9321,69.229,82.4508,4951.07,288.022,210.004,466.643,-40.3342,-9.83632,29.6974,31.0224
107947,71856.4,-167.958,302.182,316.656,-28.1166,995.367,1885.36,1402.31,-2.86086,84.98,-99.8935,149.744
116740,77170.4,-13.4184,355.598,460.79,4595.43,539.357,209.995,239.301,67.7138,7.13562,18.7654,109.717
90872.1,82769.4,-142.833,185.628,246.637,468.612,747.174,989.246,1005.77,-21.24,44.8097,-56.8451,146.669
103032,61161.1,-130.649,169.75,100.211,181.035,549.801,971.418,832.034,63.7733,4.57799,18.6245,58.8185
60817.5,54690.8,-93.389,157.859,1015,7314.41,667.378,956.908,552.417,1.03283,13.1427,-32.5116,37.651
58336,27799.2,-132.236,302.358,295.175,2525.22,656.483,374.547,160.508,18.6551,21.4056,22.0994,100.116
105578,78034.2,-199.872,62.6725,134.759,12481.7,597.325,1285.83,1779.65,166.918,-24.9687,31.0912,93.7613
96051.9,49255.1,-191.887,63.4681,227.089,90.7999,664.27,327.879,405.748,10.0967,-24.1554,21.5568,121.358
127237,50180.7,-281.721,77.8711,51.8322,533.275,516.113,1580.69,1634.1,-70.9439,-9.99719,-51.417,-6.14791
99914.6,66602.4,-215.437,178.968,200.049,-95.613,423.406,1848.15,856.346,-71.4074,-6.06147,-69.9302,125.18
122182,62234,-43.576,133.939,177.276,4144.42,655.504,630.234,617.079,-1.93806,7.92054,-4.74024,63.4143
86892.2,53791.2,-104.333,12.4359,165.332,9118.07,676.908,241.372,551.926,-20.6737,46.8563,-28.2357,-6.11401
117181,54195.2,-44.2576,162.04,198.819,359.215,462.857,232.833,392.387,8.11415,-4.07716,-3.35402,59.969
81499,72771,44.5247,115.048,131.195,10.6478,406.438,974.914,1016.73,-57.2616,-15.3456,17.7885,16.6701
122684,66307.6,11.1778,155.008,224.241,3810.3,317.972,357.513,424.492,67.4758,-2.69282,-26.8658,50.1691
100043,56414.7,-217.807,0.373464,81.1146,9748.3,642.848,859.759,1065.24,-9.68616,-8.48633,-27.6809,68.5202
94291.9,48521.4,-62.6089,85.9241,207.891,9228.73,253.034,457.112,220.803,-55.6598,3.05088,12.285,83.9699
101709,53199.9,-83.4531,70.726,177.52,8097.26,606.968,653.961,507.285,15.0136,-32.7638,16.316,67.5675
37591.1,23321.3,-90.3155,146.364,504.791,60.7119,509.507,567.096,511.995,24.7705,3.46298,-0.466455,57.8272
133309,95762.2,-93.4637,265.013,396.526,7323.84,733.908,323.59,402.598,47.0369,14.1119,5.8699,68.5706
88646.5,45860,-261.43,301.619,341.01,8494.17,984.435,551.762,310.572,38.5841,52.5521,-86.0052,-45.0354
38424.1,30920.2,-184.565,216.536,810.845,2741.18,311.435,114.907,115.539,60.7399,-0.883268,33.757,37.308
73928.6,44128.5,43.0912,144.344,62.9191,9.90443,158.468,188.266,93.4149,2.01327,-18.5419,-28.6313,-0.38008
100802,58396.2,-27.216,271.863,330.431,4446.8,664.579,306.885,334.629,-6.36427,-43.4629,53.1447,121.17
40524.1,32305.8,-94.6588,215.806,484.81,4272.52,364.619,437.383,224.434,17.4294,37.6857,-37.2173,100.602
37029.8,22974.4,-204.579,249.782,205.538,5835.4,207.519,100.605,-72.8089,113.078,11.7941,-3.3528,49.2589
128490,56956.7,-44.4764,262.673,130.508,36.5406,430.52,1532.34,739.413,8.80276,-4.98662,-8.17188,150.384
80855.5,63315.5,-56.0638,274.248,416.233,6066.73,698.206,345.075,399.532,45.3862,12.9342,-33.918,65.6439
90765.3,46745.2,-58.6787,-3.86263,80.5915,6076.36,251.271,203.351,284.657,-24.821,9.14622,-41.2768,54.6712
71377.8,68396.1,-78.0297,401.689,529.859,246.87,1037.79,873.892,573.065,-41.8679,43.2945,-44.4614,166.198
122261,47159.1,-188.829,124.085,154.538,72.653,336.652,1198.15,696.699,41.1791,-17.4974,-10.2925,54.814
118704,76787.3,-195.728,92.4018,172.847,-40.5166,293.562,1411.45,1065.95,17.4075,28.5891,-22.1715,30.395
99184.9,64761.1,-110.717,183.974,195.791,287.534,515.558,1471.47,1226.42,1193.85,30.0941,14.9451,156.487
98935,64534.6,2.7655,82.9136,331.521,10254.1,391.83,66.9702,485.345,55.2419,45.1579,36.2166,30.0084
115913,45803.6,-78.1631,377.628,101.615,6032.63,441.928,577.145,762.631,-38.8201,55.3707,-5.30028,49.6237
142545,64935.5,-93.7177,127.576,63.0308,-45.6654,213.668,977.799,946.401,-28.7682,15.7138,-35.1722,-37.7994
106039,69033.1,-178.648,223.423,151.694,416.987,445.891,709.681,1086.66,1019.67,-15.2352,-12.7754,108.981
117269,51395,-360.982,288.353,117.687,4457.36,560.431,311.123,163.27,90.2239,7.17882,-5.33337,141.502
60573.2,26943.8,-118.329,130.014,491.334,2594.5,287.251,633.456,839.173,42.5775,-13.0003,51.1367,60.1582
97851.4,63442.5,-191.848,202.752,269.941,1276.16,671.598,656.357,418.912,18.3523,43.1261,-36.0991,36.578
70690.8,46854.4,-334.915,278.041,241.966,4783.86,684.196,364.207,220.871,-11.4171,-15.2552,-72.0412,-3.36421
117907,70404.4,-50.1626,260.125,199.469,68.8101,548.039,702.9,963.277,-10.7475,2.77108,3.49829,134.951
92784,50094.7,15.442,252.903,401.182,72.1329,606.392,273.268,127.132,28.9866,-0.788025,-13.1474,83.9479
70362,48112.4,-202.35,302.878,194.977,1768.96,492.496,1524.89,171.619,0.628369,40.5849,-35.7615,62.5474
128890,46232.2,-134.378,241.768,92.5911,588.91,566.965,900.156,783.58,592.911,17.9436,-53.347,-37.0124
117955,67290.9,-39.4301,97.0913,168.68,1264.55,512.34,962.281,1427.92,-11.7425,-3.41235,81.6642,69.9879
116682,70241.3,-110.248,87.9381,175.758,8879.46,680.888,738.581,692.56,11.1445,52.2917,-58.0103,71.0056
101902,59424.7,8.5874,110.137,67.4634,90.2012,242.312,842.113,491.886,1385.69,-15.7874,-16.1404,28.7693
111310,64776,288.25,161.713,138.717,6978.65,372.635,241.636,518.302,42.2815,17.1665,25.3959,92.2696
112004,48813.2,-9.38449,13.8198,241.163,6319.81,537.164,250.431,709.109,-67.0281,7.35127,0.124983,49.6543
87882.2,49592.6,-38.6631,59.6442,56.8799,391.202,259.364,69.4316,149.523,-21.7068,12.3406,12.0608,80.9456
104635,44914.7,-80.5128,132.339,79.3786,5708.08,364.4,191.599,246.692,-53.5195,-20.4564,0.782507,-3.02127
118059,56791.2,14.8926,-10.9623,107.542,4810.53,285.319,212.351,461.366,-70.9646,-21.7512,32.64,56.713
101346,55596.3,-264.37,210.206,173.075,-39.8861,407.761,1650.3,683.504,64.0799,-22.2995,-39.4859,66.9412
138056,65742.7,-59.5653,125.278,182.841,113.742,432.873,204.196,251.431,-11.3352,-8.55229,20.046,41.8778
