"FSC-A","SSC-A","TNFa","IL-2","CD107a","CD8","IL-4","CD28","CD95","CD4","IL-17A","CD69","IFNy"
115779,63200.5,1249.15,1204.25,77.2826,196.75,159.538,589.532,1295.29,7.57914,2.12343,719.089,70.3261
119055,37009.4,-137.207,176.926,43.7864,83.8577,3431.92,777.575,-0.21033,107.888,-3.81544,518.182,-11.3706
141026,79734.3,9088.53,938.61,113.911,157.646,707.882,640.981,851.125,-8.29343,-49.9556,1250.69,1816.41
106851,55583.8,-180.817,107.781,684.441,5006.45,492.011,14.7591,90.6791,56.2509,12.231,4.24148,119.336
139214,52043.6,-44.3346,47.7408,602.51,8411.07,308.398,121.11,212.027,110.895,-24.6434,16.751,89.2935
346552,160219,1459.92,407.285,352.676,1630.32,1002.72,660.313,458.883,71.097,18.0573,121.576,886.77
125570,119826,23.8723,117.919,468.213,3349.34,762.191,139.217,652.84,49.2361,11.104,-22.4587,353.178
21436.4,40354.8,-52.2779,-36.2393,1142.42,2838.96,414.339,81.8587,276.721,-20.4439,-37.056,35.8919,26.3499
96150.6,52992.3,-102.631,98.69,246.521,13609.8,349.656,885.913,587.032,17.5231,-70.2118,81.7669,177.573
125875,27923.5,-133.711,49.3712,37.7717,-1.57109,127.458,585.746,17.6786,971.096,-14.1644,189.242,10.7343
123116,47151.9,-69.6678,15.3153,178.954,15070.2,247.366,1249.1,708.688,120.039,-44.6071,-23.5072,110.948
89643.7,45727.5,-125.116,183.595,1111.68,490.309,887.495,13.5675,-30.9224,13.5285,-9.65063,27.8849,111.82
120822,45597.9,-12.0814,78.2846,141.268,692.677,301.392,71.7456,107.568,32.1923,-10.1191,-13.2614,54.3453
99818,42445,-214.918,81.7439,116.539,-21.6808,341.56,825.098,282.489,715.72,48.6992,998.511,123.385
114241,52850.5,-123.39,54.1576,124.963,126.6,326.217,944.544,401.832,-3.44167,-17.3792,-25.8735,154.581
77801.1,17762.7,-40.7856,89.6564,232.418,2019.88,535.356,120.23,120.735,11.2735,-1.90566,-5.45766,107.307
122818,57622.6,-130.772,24.056,369.006,8792.46,471.431,38.4141,342.073,-43.5981,-18.4669,40.918,314.067
129956,30587.6,-46.1732,-264.424,213.982,5285.98,1351.18,508.97,228.609,65.2189,2.48145,2028.6,54.5019
123620,38749.7,111.58,540.317,152.281,121.578,158.487,282.442,264.627,660.89,-18.7426,274.396,20.1978
125099,40281.2,-110.786,-264.587,47.3646,9213.61,343.852,397.068,15.6868,62.9117,6.51602,254.621,10.2886
125282,68500.3,-79.7095,-73.5381,246.507,17763.6,389.345,902.653,737.693,12.1768,22.2033,-3.12612,127.513
132792,55545,-48.9173,-55.0049,64.0327,10504.3,175.042,127.693,474.944,42.1892,-5.72964,-5.34287,109.646
88853.4,32894.2,-159.432,67.4879,121.039,2088.03,256.064,85.6177,200.97,37.1089,-15.7407,8.24268,88.5498
116718,58763.2,31.6155,-591.723,643.187,11546.4,645.779,733.708,498.338,89.8936,3.6781,-30.7038,51.6041
111656,46851.3,-138.782,57.6571,315.307,43.1154,412.059,780.263,81.859,1006.45,26.2949,456.797,190.792
116979,41252.9,5700.01,1019.51,114.983,8716.83,185.405,630.893,509.385,56.6211,308.211,1763.37,4472.4
99732.5,22992.5,-294.968,194.187,318.98,-96.6483,740.061,572.845,39.7288,680.439,-7.73284,74.1454,223.655
105112,36137.9,4054.64,162.821,-0.982069,-14.8603,312.312,441.104,333.512,33.2161,16.0406,542.574,-2.29863
110592,52896.6,-124.433,-549.486,1047.72,6519.43,2546.81,1354.49,439.202,165.853,49.3434,-46.0773,40.6706
99418.8,58568.6,-18.881,22.7753,549.18,10301.4,417.302,73.861,153.053,71.9856,16.0261,38.4321,94.4429
74378.7,41384.9,-211.421,122.131,792.36,3499.41,522.76,340.518,158.367,-12.901,-29.347,50.2725,31.4658
114249,53647.9,-35.0417,-44.6501,222.381,6375.66,320.222,85.2663,295.735,32.1506,12.3544,-4.20208,121.252
117561,51289.9,8278.07,1372.93,111.533,58.421,172.992,826.544,492.078,519.736,62.0486,730.821,164.068
105065,28999.9,-10.8065,149.425,140.559,37.3044,892.251,566.824,240.231,395.307,11.3773,2.09833,280.948
130808,60392.1,3226.19,509.872,60.459,82.9529,135.047,726.642,707.436,-25.9481,3.40312,2215.06,42.9798
78288.6,55956.6,-301.073,2.41199,721.903,3943.31,469.645,57.2873,103.857,44.0182,-16.4849,32.8358,135.845
89076,58581.7,-14.2223,-15.3162,364.739,10904.3,418.389,78.9977,220.804,41.719,21.5343,-25.6818,159.106
38683.8,26051.7,-180.338,48.423,293.872,5070.13,247.54,431.825,-42.1335,73.164,-10.2636,76.734,91.2635
109488,45024.5,8393.97,43.3347,249.404,944.276,118.714,188.658,257.363,-12.386,-13.1837,162.115,3704.08
102333,46726.6,46.4919,-229.05,159.45,10582.8,209.341,57.9979,259.206,-1.19865,8.15779,14.6434,144.362
113682,39336.2,-57.9348,21.4887,282.444,1738.26,151.391,37.5712,206.385,3.43636,14.6601,0.509463,61.9108
96801.4,25139.2,-121.312,255.645,489.637,2470.79,875.758,379.84,-193.483,141.633,-43.7813,363.183,137.214
113027,41610.4,8905.01,1391.22,103.137,-1.8399,133.951,818.287,251.228,227.673,-32.8762,1040.15,218.602
126654,35086.7,99.1102,696.539,60.2683,91.0558,85.5739,442.607,327.618,17.2379,43.4839,1424.5,82.5621
