"FSC-A","SSC-A","TNFa","IL-2","CD107a","CD8","IL-4","CD28","CD95","CD4","IL-17A","CD69","IFNy"
113896,65097.4,-30.7836,68.9725,95.2846,7.23545,344.622,1218.65,1029.51,1104.28,35.1054,-52.6271,159.031
106160,75845.1,22.5971,35.6307,236.924,11309.3,491.063,159.622,428.863,-9.9824,4.96133,1.5258,151.644
119439,88438.6,-66.0075,116.451,284.03,883.685,782.11,216.75,516.858,33.1276,-20.6086,64.4744,234.628
92116.3,74034.8,-215.925,92.8894,357.189,158.997,1051.06,780.812,349.021,62.1656,8.2648,-28.6069,138.24
117357,59759.1,-66.1354,114.198,87.6649,638.841,360.651,528.789,1054.62,-79.6907,-0.928546,59.7536,95.0498
120967,74145,-55.2678,86.2893,81.231,130.003,287.458,554.068,270.766,12.0371,0.211439,8.77476,55.1092
104691,67954.5,36.3457,40.1734,174.634,768.849,384.134,106.963,400.826,17.0323,-5.72703,65.8028,175.241
153071,91025.6,-102.771,78.8336,127.584,8.5122,286.481,1054.66,1599.23,-47.7997,38.4774,44.0562,125.145
64572.5,56255.3,16.3702,346.159,246.26,3558.02,607.555,414.973,146.209,24.3109,31.6714,-43.9716,60.0961
94376.9,75736.6,-72.3247,195.004,219.152,1591.64,617.722,1564.55,1400.63,81.3664,-34.4349,-40.9139,100.818
112409,41931.8,-118.87,145.951,138.912,46.3165,493.072,958.487,-22.4983,1059.9,-55.7424,28.6477,37.6825
124885,78272.2,-147.471,153.934,122.464,218.733,525.806,921.218,1110.2,-17.7355,25.5033,-13.5372,173.552
109105,37072,-283.97,57.191,117.688,190.999,581.6,791.224,177.114,656.281,27.4308,-38.4897,33.5736
88024.1,100463,-225.812,280.376,521.322,7211.08,1179.28,1069.91,366.471,25.3672,0.0666367,-1.49283,292.391
109860,58044,-29.7793,462.964,150.484,8976.16,696.121,888.65,333.479,43.9953,40.3702,-116.776,-14.909
95135.3,51553.9,-114.793,221.205,197.94,10330,543.427,1358.37,579.251,31.5128,20.9282,-12.7824,73.5057
142645,71512.8,-241.917,180.557,106.577,-134.695,775.843,858.521,1032.39,315.358,-9.52356,6.15478,131.491
103183,54577.4,-146.476,73.5516,118.269,59.8522,382.832,1841.91,804.821,1019.04,24.5161,-77.1297,106.462
100141,62643.9,-87.3731,193.216,367.677,8234.04,744.573,1330.07,591.424,33.5879,-14.9925,-21.5268,79.1573
74860.2,40560.3,-98.1462,147.82,65.6077,1211.74,258.934,447.686,690.106,2.52487,-2.35735,9.23491,61.8739
115396,66030,-15.2959,53.0676,270.467,817.499,463.764,508.687,664.859,54.6148,36.2348,-22.58,159.869
104468,82474.8,1.10715,110.369,136.842,408.048,371.483,1001.3,1236.52,-6.49751,25.4271,46.2596,103.639
105513,62868,31.4794,-78.1731,319.347,6002.71,444.029,121.947,510.559,9.88065,-9.99635,10.0426,153.504
100359,57007,-24.2458,142.371,170.776,4821.96,203.528,431.712,514.471,49.661,-8.91949,-16.8068,120.487
114092,52902.8,-93.9757,106.885,47.7778,215.544,373.855,1428.88,757.286,13.3643,-31.6801,-28.0294,160.041
170409,112462,-10.9102,29.343,81.239,-36.1112,504.032,1038.65,1730.18,4.87983,-3.91925,42.0556,219.753
109333,78273.4,-107.464,65.0596,439.732,1800.96,368.91,73.6605,421.34,4.77533,47.7677,-15.9978,82.1932
119040,36803.1,-267.208,206.61,86.8527,60.266,571.22,488.593,-58.9282,1110.79,5.33253,-53.2575,125.099
115423,40998.1,-124.059,76.5131,104.576,-116.508,155.72,1337.1,502.613,1652.13,30.7272,-51.2766,83.5146
104299,60039.9,-160.675,145.978,144.276,321.261,373.451,1121.64,912.108,10.8532,-7.07601,-29.2782,145.355
91721.2,54796.9,-44.1183,150.187,124.331,318.196,206.854,181.026,197.042,18.5784,-13.5923,-14.3915,92.0047
204999,152204,-856.644,692.419,525.247,-425.742,911.116,2580.46,1861.35,844.646,25.8579,-285.55,747.324
111545,77160.6,-187.709,107.718,114.818,608.157,660.33,687.793,677.394,-18.846,17.5023,-49.0007,150.157
117074,68659.7,-72.2221,312.827,234.266,1911.74,1193.42,219.551,191.233,27.3554,44.607,-21.7626,230.11
169759,127148,-98.4417,161.274,348.521,1648.88,751.114,261.924,698.74,-28.4863,91.9838,-17.9644,299.951
105742,59503,-216.953,133.067,120.125,49.7031,544.654,1224.38,649.837,901.779,22.2686,-84.4986,152.422
112363,56800.1,-40.2412,75.3073,223.375,1074.79,202.515,24.8807,315.163,-17.8845,35.1268,26.2688,48.0008
99869.9,45888.3,-297.607,83.9512,59.8147,-49.0856,294.376,1536.27,189.581,876.909,-2.89071,-59.3171,95.0646
103372,36221.4,-114.785,110.839,90.5616,51.4382,217.731,1220.74,-127.264,509.126,0.175326,-71.0057,78.3949
112346,61005,-22.5352,171.618,189.906,7505.5,483.621,291.874,341.751,12.4228,-13.4024,37.9078,27.1737
89820.4,88147.1,-201.94,253.083,319.189,2679.08,1498.02,404.882,490.744,13.0794,9.31186,55.201,115.227
142173,85396.6,21.0052,128.387,27.6942,15075.8,323.209,832.194,1105.3,44.9484,-24.1974,-20.9656,-27.8974
86136.6,40887.8,-134.396,140.886,61.4629,-12.9076,277.836,1266.32,455.344,1520.59,-15.7481,-45.9366,49.6698
104720,39538.4,18.222,82.9075,274.502,300.365,841.543,146.611,66.6151,4.14028,-11.2368,29.087,191.056
69968.8,30437.1,-59.4204,105.409,508.992,4649.08,431.93,50.9173,387.623,-41.1552,17.1182,14.2291,76.8697
94848,51831.7,-13.1662,183.17,309.576,4770.73,787.18,336.464,764.585,30.497,36.0382,-4.10318,11.0339
115343,54270.4,-166.225,96.3133,44.7655,2616.74,271.607,173.132,444.676,-37.5865,17.5445,-1.49514,34.6887
112243,90678,-28.9205,224.68,433.058,746.592,657.001,401.977,339.45,-0.217804,17.1499,-9.85058,150.49
108495,50956.6,-156.024,61.9279,58.0665,101.13,396.842,1060.98,252.335,-30.2329,15.965,-57.1676,40.9697
74904.8,35031.1,-67.8258,114.612,93.096,141.045,969.136,383.74,315.554,419.833,10.8934,-41.4157,115.916
113705,58636.5,-32.4089,32.1531,285.521,9391.61,366.046,608.35,509.264,8.76037,-31.3696,8.23958,34.5872
101995,57217.9,-182.587,113.788,383.402,2553.53,733.625,111.608,671.799,17.2228,35.136,-0.218575,145.683
98770.4,62586.5,-89.8994,52.4872,280.502,204.937,303.472,1199.64,1840.88,-142.517,19.5323,-13.8349,104.407
111408,74550,57.7597,112.164,234.575,737.143,448.979,610.745,668.263,65.9432,26.055,-37.1198,142.455
121036,88696.3,-28.2487,153.241,371.758,13050.1,979.326,672.132,902.703,-72.2876,15.4263,-18.0767,74.2627
111135,55742,-249.632,153.554,167.761,223.856,717.252,1265.01,666.125,1299.39,41.7823,-96.9762,-1.1222
101245,50500.4,-50.4164,19.1701,100.345,8766.09,499.333,871.755,929.032,4.74704,39.681,-17.2157,155.811
77608.6,22763.2,-158.204,39.5887,280.942,42.9219,798.948,310.363,738.354,-48.455,-22.249,-25.6628,177.391
53835.6,41684.4,-15.0203,17.2779,511.584,4458.49,277.071,28.8573,443.16,39.4793,33.14,30.6903,97.3041
89010.3,42929.6,-301.027,63.5962,69.4039,115.093,259.909,740.861,-69.6567,885.55,-17.5038,-1.13088,73.2213
117624,71141.2,-66.6063,105.956,211.81,10233.5,571.676,884.814,595.027,108.398,0.951734,-20.0564,134.377
116600,66023.9,-74.3477,138.52,155.631,481.53,504.574,1512.57,644.471,-4.19879,-46.8394,-23.4461,152.688
125275,77882.6,17.27,5.93624,88.4821,150.419,360.835,1267.93,1023.58,-33.8044,-28.3117,35.8477,102.389
121242,31504,-56.1119,117.106,45.6921,5379.4,85.8363,533.697,116.924,61.6687,-11.3841,-21.2654,20.1301
108636,68831.9,-23.4366,126.938,209.56,159.498,348.086,1111.1,604.963,984.999,8.99736,-34.912,122.964
54302.8,75132.6,24.5835,248.467,1743.5,399.071,1162.38,131.553,323.064,10.6052,14.5463,-33.6716,167.018
103277,93098.8,-11.5541,165.274,151.92,317.7,333.639,1208.68,431.753,1049.11,-15.887,-26.939,120.922
97233.6,50241.6,-82.3022,115.794,256.178,4924.59,473.018,161.205,313.117,-2.15176,-33.9079,-2.15773,60.561
