"FSC-A","SSC-A","TNFa","IL-2","CD107a","CD8","IL-4","CD28","CD95","CD4","IL-17A","CD69","IFNy"
111607,103567,21.3005,109.586,1047.2,358.025,181.282,125.35,265.409,5.38243,-0.252417,-7.5362,151.549
165887,70594.9,39.2237,76.3176,93.7127,4943.28,87.6728,399.195,257.054,53.993,37.5916,0.0905063,63.8316
80125.4,56887.1,-8.70944,39.6486,1759.88,2495.28,139.321,87.6227,208.45,17.6559,38.7103,-7.86905,59.7722
551080,233199,20309.9,5512.24,546.076,218.474,137.449,2321.72,4894.12,734.81,-56.0935,2122.46,17995.1
199495,69451.4,-36.2206,-29.228,76.0091,1927.74,36.7441,4.42612,270.678,97.3977,65.8774,2433.89,212.829
145097,101985,344.671,17.5025,572.711,190.702,318.853,523.678,477.672,-18.8411,-29.4008,192.169,126.886
10254.3,16165.9,-36.4467,25.8644,38.1342,1216.83,6.29196,34.0158,-0.871132,26.5636,-1.57405,-19.4084,16.4234
176919,61884,-43.5294,120.583,397.156,4725.28,108.871,-9.74778,62.715,50.3912,-16.923,56.914,55.6658
197852,74455.8,4192.18,65.7698,146.956,819.548,94.7449,402.757,543.253,35.3028,-8.38345,479.059,5700.77
127516,76207.6,-14.9636,68.4855,1132.88,1807.04,189.794,109.343,132.776,52.3174,-3.50896,-11.7776,5.37265
160836,77212.8,147.52,5.09361,237.955,5899.29,105.475,589.102,271.554,24.2461,-37.3685,31.3228,149.418
39725.6,43905,-15.1271,4.74072,816.201,4680.69,84.7814,98.7126,213.123,52.2477,-35.9166,163.935,44.5522
170064,110930,131.29,33.1204,259.201,1188.06,195.32,816.898,527.552,-15.9494,-7.10294,39.2879,80.2332
188620,65032,6.96819,81.1791,201.716,1022.65,102.929,71.7794,76.2107,33.3197,11.4268,6.71217,97.2464
149191,109824,7122.63,144.872,509.25,1054.01,203.523,979.475,399.028,36.0444,17.9219,1077.19,434.449
148049,88610.9,-19.3217,-11.3642,198.217,960.748,177.364,503.146,1226.46,-26.6507,19.9949,13.4775,138.217
219895,96896.4,11167,1106.52,193.463,69.6635,71.2986,577.683,730.785,57.5387,-1.79829,735.473,92.7117
189520,53244.7,-120.508,180.182,729.033,1839.4,223.305,468.633,334.976,-1.79934,11.7933,1.99034,555.866
214602,79561.9,17167.9,136.27,44.7201,281.206,70.2615,281.245,41.5732,-7.22704,-14.1269,651.504,9699.7
179901,66854.5,7482.49,516.942,66.2149,15064.5,100.701,393.332,732.608,101.347,46.0121,389.921,17311.7
197903,88788.3,7489.49,496.681,220.024,863.077,92.3406,798.837,616.062,3.04337,-2.55072,467.479,7991.6
228469,82620,4909.47,207.863,116.705,8100.17,74.8164,153.88,365.615,40.4854,-12.85,768.817,1134.66
213235,117014,17225.5,427.113,377.168,1693.19,735.051,806.442,466.613,86.0823,-14.6676,1014.86,35557
192453,70867.7,20754,56.3859,171.755,8202.04,55.8898,500.279,156.321,44.4373,17.6441,574.804,904.798
180707,63934.5,-7.1386,213.315,774.485,3041.94,167.703,272.402,259.877,1.03577,-9.6734,30.8411,351.598
216522,154500,-83.6989,156.971,1309.85,7779.27,302.211,688.387,387.569,81.668,2.04976,-25.7166,124.762
139126,110377,173.141,69.0079,130.887,37.7649,342.501,568.881,660.73,-27.4991,15.0148,35.2371,263.154
152201,77579.5,2782.64,79.1674,62.2393,5602.52,218.594,535.508,548.274,28.8939,-18.0213,576.694,170.361
154993,80649.8,1301.28,135.53,214.826,5056.08,141.901,819.548,395.011,7.30159,-4.28814,1665.72,125.525
43482.3,39006.7,-128.633,15.9332,1090.68,159.415,279.698,125.98,216.132,13.0224,13.0584,19.2429,73.2437
160608,58765.4,-31.9738,106.721,1076.74,4537.49,232.215,15.9506,117.515,26.8578,11.2466,11.7333,474.366
116223,83804.6,-60.1681,132.742,2014.69,4196.81,167.414,70.3754,340.957,0.924046,52.2822,-23.2363,289.915
195642,63233,3833.88,1504.79,167.76,875.529,94.9001,840.32,644.062,9.78326,3.54097,158.653,19058.8
206659,92715.6,384.279,70.1576,92.9872,827.934,208.045,900.225,1068.98,-15.8253,-26.5143,79.4217,180.666
185125,67095.2,-53.8846,78.1617,160.411,1706.57,97.6539,583.401,354.638,28.2155,-37.7078,-3.8698,74.5636
189507,71076.3,11.968,78.6497,113.486,872.784,129.871,282.683,524.71,-0.929489,15.3891,-2.26428,78.416
